text,greeting,track_order,find_by_email,check_return,return_order
"I forgot my order ID, use my email",0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
Look up my orders using my email.,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
Look up my orders using my email.,0,0,1,0,0
Search orders linked to my email address now,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
Search orders linked to my email address now,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Look up my orders using my email please,0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Search orders linked to my email address now,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Look up my orders using my email please,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
Look up my orders using my email.,0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
Search orders linked to my email address now,0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Look up my orders using my email.,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Look up my orders using my email please,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
Look up my orders using my email please,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
Look up my orders using my email please,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Can you find my order by email!,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Look up my orders using my email please,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Can you find my order by email asap,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Search orders linked to my email address,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
Look up my orders using my email.,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Search orders linked to my email address please,0,0,1,0,0
Search orders linked to my email address now,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
I can give you my email to find the order!,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
I can give you my email to find the order please,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
Search orders linked to my email address now,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
I can give you my email to find the order,0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
Search orders linked to my email address!,0,0,1,0,0
"I forgot my order ID, use my email asap",0,0,1,0,0
"I forgot my order ID, use my email now",0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
I can give you my email to find the order.,0,0,1,0,0
I can give you my email to find the order now,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Can you find my order by email,0,0,1,0,0
"I forgot my order ID, use my email.",0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
"I forgot my order ID, use my email please",0,0,1,0,0
Search orders linked to my email address.,0,0,1,0,0
Look up my orders using my email,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Search orders linked to my email address asap,0,0,1,0,0
Can you find my order by email.,0,0,1,0,0
Look up my orders using my email asap,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
I can give you my email to find the order asap,0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
Can you find my order by email now,0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Can you find my order by email please,0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
Look up my orders using my email now,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
Look up my orders using my email!,0,0,1,0,0
"I forgot my order ID, use my email",0,0,1,0,0
"I forgot my order ID, use my email!",0,0,1,0,0
I want to return an item!,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Start a return process,0,0,0,0,1
I want to return an item please,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Start a return process please,0,0,0,0,1
Start a return process please,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Can I return something I bought asap,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Can I return something I bought asap,0,0,0,0,1
Start a return process now,0,0,0,0,1
I want to return an item please,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Help me return my order!,0,0,0,0,1
Start a return process please,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Start a return process.,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Help me return my order please,0,0,0,0,1
Help me return my order,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Help me return my order.,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Start a return process,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
I want to return an item please,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Help me return my order!,0,0,0,0,1
I want to return an item,0,0,0,0,1
I want to return an item please,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Start a return process now,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Start a return process please,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Start a return process.,0,0,0,0,1
Start a return process!,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Start a return process now,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Help me return my order.,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Help me return my order!,0,0,0,0,1
Help me return my order please,0,0,0,0,1
Start a return process now,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Start a return process asap,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Start a return process.,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Help me return my order!,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Help me return my order please,0,0,0,0,1
I want to return an item,0,0,0,0,1
Can I return something I bought asap,0,0,0,0,1
I want to return an item,0,0,0,0,1
I want to return an item,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Start a return process please,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Help me return my order please,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Start a return process.,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
I want to return an item,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
I want to return an item.,0,0,0,0,1
I want to return an item please,0,0,0,0,1
Help me return my order!,0,0,0,0,1
Start a return process please,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
I want to return an item,0,0,0,0,1
Help me return my order,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Start a return process please,0,0,0,0,1
Can I return something I bought asap,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Start a return process please,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Start a return process,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Initiate a return for my product now,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Start a return process!,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Start a return process please,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Start a return process now,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Start a return process now,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
I want to return an item please,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Start a return process now,0,0,0,0,1
Initiate a return for my product now,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Start a return process.,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Start a return process!,0,0,0,0,1
Help me return my order,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
I want to return an item please,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Start a return process now,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Help me return my order!,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
I want to return an item,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Help me return my order please,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Start a return process.,0,0,0,0,1
I want to return an item,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Start a return process,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Initiate a return for my product now,0,0,0,0,1
Initiate a return for my product now,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Start a return process!,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Start a return process.,0,0,0,0,1
Start a return process now,0,0,0,0,1
Help me return my order please,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Start a return process.,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Start a return process.,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Start a return process,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Start a return process.,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Start a return process!,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Help me return my order,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Help me return my order please,0,0,0,0,1
Help me return my order,0,0,0,0,1
Start a return process please,0,0,0,0,1
Start a return process,0,0,0,0,1
Start a return process,0,0,0,0,1
Start a return process!,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Initiate a return for my product now,0,0,0,0,1
Start a return process asap,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Start a return process.,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Start a return process please,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Can I return something I bought asap,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Help me return my order please,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Help me return my order please,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Help me return my order now,0,0,0,0,1
Help me return my order please,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
Start a return process!,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Help me return my order,0,0,0,0,1
I want to return an item,0,0,0,0,1
Start a return process!,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Help me return my order!,0,0,0,0,1
Initiate a return for my product now,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Help me return my order please,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Start a return process now,0,0,0,0,1
Initiate a return for my product please,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Start a return process.,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Help me return my order!,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
I want to return an item asap,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Start a return process!,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Help me return my order!,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Start a return process,0,0,0,0,1
Start a return process,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Start a return process!,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Start a return process,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Help me return my order now,0,0,0,0,1
I want to return an item now,0,0,0,0,1
Start a return process asap,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Start a return process please,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Initiate a return for my product,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Start a return process asap,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Help me return my order please,0,0,0,0,1
I want to return an item,0,0,0,0,1
Start a return process asap,0,0,0,0,1
I want to return an item,0,0,0,0,1
Help me return my order now,0,0,0,0,1
I want to return an item,0,0,0,0,1
Start a return process please,0,0,0,0,1
Can I return something I bought!,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
Start a return process now,0,0,0,0,1
Initiate a return for my product asap,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Can I return something I bought now,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Start a return process,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
Start a return process asap,0,0,0,0,1
Start a return process please,0,0,0,0,1
Initiate a return for my product!,0,0,0,0,1
Start a return process!,0,0,0,0,1
Start a return process!,0,0,0,0,1
Start a return process!,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Start a return process.,0,0,0,0,1
Can I return something I bought.,0,0,0,0,1
Can I return something I bought asap,0,0,0,0,1
I want to return an item please,0,0,0,0,1
Initiate a return for my product.,0,0,0,0,1
Help me return my order!,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
I want to return an item!,0,0,0,0,1
Help me return my order asap,0,0,0,0,1
Help me return my order.,0,0,0,0,1
Initiate a return for my product now,0,0,0,0,1
Help me return my order please,0,0,0,0,1
I want to return an item.,0,0,0,0,1
Can I return something I bought please,0,0,0,0,1
Can I return something I bought,0,0,0,0,1
Can I return something I bought asap,0,0,0,0,1
I want to return an item.,0,0,0,0,1
